# energy(eV) alpha
2.860529999999999973e+01 5.961864156657337617e+02
2.862170000000000059e+01 5.964966938667699878e+02
2.863810000000000144e+01 5.968069409389084967e+02
2.865449999999999875e+01 5.971487106034951466e+02
2.867089999999999961e+01 5.974589084946819639e+02
2.868730000000000047e+01 5.977690752743711755e+02
2.870370000000000132e+01 5.981002834308746969e+02
2.872009999999999863e+01 5.984209264450269075e+02
2.873649999999999949e+01 5.987310129727717367e+02
2.875290000000000035e+01 5.990621703234317010e+02
2.876930000000000121e+01 5.993827478102460873e+02
2.878569999999999851e+01 5.996927541265217769e+02
2.880209999999999937e+01 6.000132925216072408e+02
2.881840000000000046e+01 6.003422894918031716e+02
2.883480000000000132e+01 6.006522157470518550e+02
2.885119999999999862e+01 6.009726887538330402e+02
2.886759999999999948e+01 6.013037181838066090e+02
2.888400000000000034e+01 6.016135643084147659e+02
2.890040000000000120e+01 6.019339718842966249e+02
2.891679999999999851e+01 6.022649505675469754e+02
2.893319999999999936e+01 6.025747166019023098e+02
2.894960000000000022e+01 6.028950587776079146e+02
2.896600000000000108e+01 6.032259867352074707e+02
2.898239999999999839e+01 6.035356727196681277e+02
2.899879999999999924e+01 6.038559495258974721e+02
2.901520000000000010e+01 6.041868267789053562e+02
2.903160000000000096e+01 6.044964327538009456e+02
2.904789999999999850e+01 6.048145620928804647e+02
2.906429999999999936e+01 6.051453886989565945e+02
2.908070000000000022e+01 6.054549148144086530e+02
2.909710000000000107e+01 6.057963598485019929e+02
2.911349999999999838e+01 6.061058369904498022e+02
2.912989999999999924e+01 6.064152831768730039e+02
2.914630000000000010e+01 6.067566921979855579e+02
2.916270000000000095e+01 6.070660894338780054e+02
2.917909999999999826e+01 6.073754557315143074e+02
2.919549999999999912e+01 6.077168287510384062e+02
2.921189999999999998e+01 6.080261461211008509e+02
2.922830000000000084e+01 6.083354325701629932e+02
2.924470000000000169e+01 6.086767695994857377e+02
2.926109999999999900e+01 6.089860071439144349e+02
2.927740000000000009e+01 6.093038379027551628e+02
2.929380000000000095e+01 6.096344337311210211e+02
2.931019999999999825e+01 6.099435915997499933e+02
2.932659999999999911e+01 6.102848746651073952e+02
2.934299999999999997e+01 6.105939836648891514e+02
2.935940000000000083e+01 6.109030617881566059e+02
2.937580000000000169e+01 6.112443088917527803e+02
2.939219999999999899e+01 6.115533381690732995e+02
2.940859999999999985e+01 6.118730812863918800e+02
2.942500000000000071e+01 6.122035477402894230e+02
2.944140000000000157e+01 6.125124973352416191e+02
2.945779999999999887e+01 6.128429261416430336e+02
2.947419999999999973e+01 6.131625913022509167e+02
2.949060000000000059e+01 6.134714612549000776e+02
2.950690000000000168e+01 6.138105382766785851e+02
2.952329999999999899e+01 6.141193595515078414e+02
2.953969999999999985e+01 6.144389340867904821e+02
2.955610000000000070e+01 6.147692713382983811e+02
2.957250000000000156e+01 6.150780130336687535e+02
2.958889999999999887e+01 6.154083126607421264e+02
2.960529999999999973e+01 6.157278093475014202e+02
2.962170000000000059e+01 6.160364715034048686e+02
2.963810000000000144e+01 6.163775389685623622e+02
2.965449999999999875e+01 6.166861523955968778e+02
2.967089999999999961e+01 6.170163733610669397e+02
2.968730000000000047e+01 6.173357666234958288e+02
2.970370000000000132e+01 6.176443005738286729e+02
2.972009999999999863e+01 6.179853142027507147e+02
2.973639999999999972e+01 6.182917202178222169e+02
2.975280000000000058e+01 6.186218626079702290e+02
2.976920000000000144e+01 6.189411525929995150e+02
2.978559999999999874e+01 6.192495585454253160e+02
2.980199999999999960e+01 6.195905183635973117e+02
2.981840000000000046e+01 6.198988756583290751e+02
2.983480000000000132e+01 6.202289394864150154e+02
2.985119999999999862e+01 6.205481261950740191e+02
2.986759999999999948e+01 6.208564041383915537e+02
2.988400000000000034e+01 6.211973101712789003e+02
2.990040000000000120e+01 6.215055394924399934e+02
2.991679999999999851e+01 6.218355248081696800e+02
2.993319999999999936e+01 6.221546083143401802e+02
2.994950000000000045e+01 6.224715878063897208e+02
2.996590000000000131e+01 6.228015322521735015e+02
2.998229999999999862e+01 6.231096338070559568e+02
2.999869999999999948e+01 6.234395406965116990e+02
3.001510000000000034e+01 6.237585211467848012e+02
3.003150000000000119e+01 6.240883999020277315e+02
3.004789999999999850e+01 6.244073420138985284e+02
3.006429999999999936e+01 6.247153157911679955e+02
3.008070000000000022e+01 6.250560964239775785e+02
3.009710000000000107e+01 6.253640216627909467e+02
3.011349999999999838e+01 6.256938220223909184e+02
3.012989999999999924e+01 6.260126611057031596e+02
3.014630000000000010e+01 5.741581971038791607e+02
3.016270000000000095e+01 5.744513501250913805e+02
3.017899999999999849e+01 5.224825262829959911e+02
3.019539999999999935e+01 5.227554689625595756e+02
3.021180000000000021e+01 4.707115639080132041e+02
3.022820000000000107e+01 4.709588343776119927e+02
3.024459999999999837e+01 4.711978578229881691e+02
3.026099999999999923e+01 4.714451072272973420e+02
3.027740000000000009e+01 4.716841019726313675e+02
3.029380000000000095e+01 4.719148182503242879e+02
3.031019999999999825e+01 4.721620300105209367e+02
3.032659999999999911e+01 4.724009763146006549e+02
3.034299999999999997e+01 4.726481670225732046e+02
3.035940000000000083e+01 4.728870846463839825e+02
3.037580000000000169e+01 4.731342543067191286e+02
3.039219999999999899e+01 4.733731432573158031e+02
3.040850000000000009e+01 4.736021702030568008e+02
3.042490000000000094e+01 4.738575946926348479e+02
3.044129999999999825e+01 4.740881428908139696e+02
3.045769999999999911e+01 4.743352539321689960e+02
3.047409999999999997e+01 4.745740658905004352e+02
3.049050000000000082e+01 4.748211559018433832e+02
3.050690000000000168e+01 4.750599392137438031e+02
3.052329999999999899e+01 4.753070081996540921e+02
3.053969999999999985e+01 4.755457628721669607e+02
3.055610000000000070e+01 4.757844918361540181e+02
3.057250000000000156e+01 4.760315368773876230e+02
3.058889999999999887e+01 4.762619171311989703e+02
3.060529999999999973e+01 4.765089275339318533e+02
3.062170000000000059e+01 4.767476052541062472e+02
3.063800000000000168e+01 4.769930377815944098e+02
3.065439999999999898e+01 4.772316869435285867e+02
3.067079999999999984e+01 4.774786553623904979e+02
3.068720000000000070e+01 4.777172759187037627e+02
3.070360000000000156e+01 4.779642233388717045e+02
3.071999999999999886e+01 4.782028152965922345e+02
3.073639999999999972e+01 4.784497417226359062e+02
3.075280000000000058e+01 4.786883050887893205e+02
3.076920000000000144e+01 4.789268427257955523e+02
3.078559999999999874e+01 4.791653704139226306e+02
3.080199999999999960e+01 4.794038855331880882e+02
3.081840000000000046e+01 4.796507534650002071e+02
3.083480000000000132e+01 4.798892400123607445e+02
3.085109999999999886e+01 4.801345306712987053e+02
3.086749999999999972e+01 4.803729887081144625e+02
3.088390000000000057e+01 4.806198147185495486e+02
3.090030000000000143e+01 4.808582441974824633e+02
3.091669999999999874e+01 4.811050492404697820e+02
3.093309999999999960e+01 4.813434501685303530e+02
3.094950000000000045e+01 4.815902342486292582e+02
3.096590000000000131e+01 4.818286066328269612e+02
3.098229999999999862e+01 4.820753697545940213e+02
3.099869999999999948e+01 4.823137136019348077e+02
3.101510000000000034e+01 4.825604557699256816e+02
3.103150000000000119e+01 4.827903399102451658e+02
3.104789999999999850e+01 4.830370606482205744e+02
3.106429999999999936e+01 4.832753403380959867e+02
3.108060000000000045e+01 4.835204844365780446e+02
3.109700000000000131e+01 4.837587356634886078e+02
3.111339999999999861e+01 4.840054145515371147e+02
3.112979999999999947e+01 4.842436372681797252e+02
3.114620000000000033e+01 4.844818474902978664e+02
3.116260000000000119e+01 4.847284894378767603e+02
3.117899999999999849e+01 4.849666711637191270e+02
3.119539999999999935e+01 4.852132921841196094e+02
3.121180000000000021e+01 4.854514454206744745e+02
3.122820000000000107e+01 4.856980455184413472e+02
3.124459999999999837e+01 4.859361702726955627e+02
3.126099999999999923e+01 4.861827494523724909e+02
3.127740000000000009e+01 4.864208457313110898e+02
3.129380000000000095e+01 4.866674039974395782e+02
3.131009999999999849e+01 4.869039167062823594e+02
3.132649999999999935e+01 4.871504540905347653e+02
3.134290000000000020e+01 4.873884934940005564e+02
3.135930000000000106e+01 4.876350099737800861e+02
3.137569999999999837e+01 4.878730209228594958e+02
3.139209999999999923e+01 4.881195165027033909e+02
3.140850000000000009e+01 4.883574990043712205e+02
3.142490000000000094e+01 4.886039736888154152e+02
3.144129999999999825e+01 4.888419277500429985e+02
3.145769999999999911e+01 4.890883815436224609e+02
3.147409999999999997e+01 4.893263071713797103e+02
3.149050000000000082e+01 4.895727400786269641e+02
3.150690000000000168e+01 4.898106372798803818e+02
3.152329999999999899e+01 4.900570493053272116e+02
3.153960000000000008e+01 4.902933635544422941e+02
3.155600000000000094e+01 4.905397547297203005e+02
3.157239999999999824e+01 4.907775951530134080e+02
3.158879999999999910e+01 4.910239654555444417e+02
3.160519999999999996e+01 4.912703308985934996e+02
3.162160000000000082e+01 4.915081269075232626e+02
3.163800000000000168e+01 4.917544714868734559e+02
3.165439999999999898e+01 4.919922390971387358e+02
3.167079999999999984e+01 4.922385628173129248e+02
3.168720000000000070e+01 4.924763020358689687e+02
3.170360000000000156e+01 4.927226049013895022e+02
3.171999999999999886e+01 4.929603157351891696e+02
3.173639999999999972e+01 4.932065977505761225e+02
3.175280000000000058e+01 4.934442802065692035e+02
3.176910000000000167e+01 4.936889873852381356e+02
3.178549999999999898e+01 4.939266415244871951e+02
3.180189999999999984e+01 4.941814871906244662e+02
3.181830000000000069e+01 4.944105076555478604e+02
3.183470000000000155e+01 4.946653400106879417e+02
3.185109999999999886e+01 4.948943245930434500e+02
3.186749999999999972e+01 4.951491436392718697e+02
3.188390000000000057e+01 4.953780923484287086e+02
3.190030000000000143e+01 4.956328980878306538e+02
3.191669999999999874e+01 4.958704459539630989e+02
3.193309999999999960e+01 4.961166033678140934e+02
3.194950000000000045e+01 4.963541228991598473e+02
3.196590000000000131e+01 4.966002594906681225e+02
3.198219999999999885e+01 4.968448377701212735e+02
3.199859999999999971e+01 4.970823130176436280e+02
3.201500000000000057e+01 4.973284240150485971e+02
3.203139999999999787e+01 4.975658709416504166e+02
3.204780000000000229e+01 4.978119611302216185e+02
3.206419999999999959e+01 4.980493797428300695e+02
3.208059999999999690e+01 4.982954491270720609e+02
3.209700000000000131e+01 4.985328394326125476e+02
3.211339999999999861e+01 4.987875653748095033e+02
3.212980000000000302e+01 4.990162500224247992e+02
3.214620000000000033e+01 4.992709626723747078e+02
3.216259999999999764e+01 4.994996115236882019e+02
3.217900000000000205e+01 4.997543108834722148e+02
3.219539999999999935e+01 5.000003134516871341e+02
3.221170000000000044e+01 5.002360570556684252e+02
3.222809999999999775e+01 5.004820388652605629e+02
3.224450000000000216e+01 5.007193072090925057e+02
3.226089999999999947e+01 5.009652682375465815e+02
3.227729999999999677e+01 5.012025083102780627e+02
3.229370000000000118e+01 5.014484485620905616e+02
3.231009999999999849e+01 5.016856603706312399e+02
3.232650000000000290e+01 5.019403065905464132e+02
3.234290000000000020e+01 5.021687634015538606e+02
3.235929999999999751e+01 5.024233963416979236e+02
3.237570000000000192e+01 5.026692906271182437e+02
3.239209999999999923e+01 5.029064370768949743e+02
3.240849999999999653e+01 5.031523105998437018e+02
3.242490000000000094e+01 5.033894288075306918e+02
3.244120000000000203e+01 5.036337291215122036e+02
3.245759999999999934e+01 5.038708191479622087e+02
3.247399999999999665e+01 5.041254122612553488e+02
3.249040000000000106e+01 5.043537129845639697e+02
3.250679999999999836e+01 5.046082928263925282e+02
3.252320000000000277e+01 5.048453239712845857e+02
3.253960000000000008e+01 5.050911244231880914e+02
3.255599999999999739e+01 5.053369105449751260e+02
3.257240000000000180e+01 5.055739070630199876e+02
3.258879999999999910e+01 5.058196724454560922e+02
3.260520000000000351e+01 5.060566407572611638e+02
3.262160000000000082e+01 5.063111807971449139e+02
3.263799999999999812e+01 5.065393255172812133e+02
3.265440000000000254e+01 5.067938522939982136e+02
3.267069999999999652e+01 5.070292098168085317e+02
3.268710000000000093e+01 5.072749229583878900e+02
3.270349999999999824e+01 5.075206217562474080e+02
3.271990000000000265e+01 5.077574967058847619e+02
3.273629999999999995e+01 5.080031747829995652e+02
3.275269999999999726e+01 5.082400215553045086e+02
3.276910000000000167e+01 5.084945085549567807e+02
